host_id,bairro_group,price,minimo_noites,numero_de_reviews,latitude,longitude,reviews_por_mes,disponibilidade_365,Entire home/apt,Private room,Shared room
73425483,Brooklyn,118.0,1,20,40.69074,-73.93858,1.9,285,0,1,0
200840286,Manhattan,80.0,2,42,40.80705,-73.95582,4.92,13,0,1,0
180775831,Queens,60.0,1,40,40.75396,-73.83361,3.46,15,1,0,0
44630233,Brooklyn,20.0,1,8,40.7073,-73.92776,0.73,1,0,1,0
26437452,Brooklyn,70.0,4,14,40.67118,-73.99061,1.16,0,0,1,0
201015598,Brooklyn,33.0,1,33,40.69103,-73.93933,2.78,85,0,0,1
201015598,Brooklyn,30.0,2,32,40.69099,-73.94094,2.66,85,0,0,1
18747710,Brooklyn,98.0,2,21,40.67834,-73.99761,2.1,73,0,1,0
201024308,Brooklyn,70.0,2,28,40.68574,-73.95492,2.3,334,0,1,0
34313176,Queens,110.0,2,12,40.71734,-73.86,1.02,332,1,0,0
15500498,Brooklyn,55.0,2,7,40.65828,-73.98983,0.58,0,0,1,0
119669058,Brooklyn,40.0,3,10,40.69414,-73.9556,0.93,332,0,0,1
50770601,Manhattan,189.0,1,11,40.73714,-73.97962,1.51,312,1,0,0
119669058,Brooklyn,36.0,1,18,40.69385,-73.95696,1.53,365,0,0,1
199786012,Brooklyn,65.0,30,35,40.69373,-73.95041,3.04,348,0,1,0
200193940,Brooklyn,49.0,2,44,40.69361,-73.93441,4.43,73,0,1,0
62587696,Brooklyn,52.0,2,53,40.67077,-73.98969,5.26,13,0,1,0
3073952,Brooklyn,97.0,1,27,40.68069,-73.91045,5.66,62,1,0,0
201079770,Brooklyn,80.0,20,9,40.69444,-73.93247,0.78,154,0,1,0
50770601,Manhattan,189.0,1,1,40.77359,-73.94865,0.25,365,1,0,0
119669058,Brooklyn,35.0,1,16,40.69396,-73.95578,1.34,346,0,0,1
119669058,Brooklyn,36.0,3,14,40.69439,-73.95518,1.24,361,0,0,1
201083646,Brooklyn,150.0,4,18,40.6417,-73.96554,1.57,52,1,0,0
16713332,Brooklyn,100.0,12,1,40.69701,-73.93002,0.16,0,1,0,0
2822805,Brooklyn,60.0,30,1,40.68579,-73.95038,0.27,217,0,1,0
164291123,Manhattan,179.0,1,35,40.74107,-73.98693,3.11,331,0,1,0
200933726,Bronx,34.0,2,0,40.86659,-73.866,,0,0,1,0
8305252,Manhattan,200.0,3,26,40.73611,-74.00922,2.14,67,1,0,0
73425483,Brooklyn,123.0,2,32,40.69271,-73.93943,2.72,251,0,1,0
201116493,Brooklyn,80.0,14,2,40.68305,-73.96316,0.19,0,1,0,0
3830753,Brooklyn,90.0,4,32,40.675,-74.01127,2.75,107,1,0,0
194377255,Queens,40.0,1,104,40.76071,-73.88406,8.64,351,0,1,0
24187602,Manhattan,245.0,2,15,40.73865,-74.00662,1.48,179,1,0,0
183563796,Brooklyn,70.0,2,2,40.64282,-73.98779,0.19,0,1,0,0
18747710,Brooklyn,188.0,2,7,40.67995,-73.99665,0.59,19,1,0,0
200621725,Brooklyn,69.0,2,75,40.7132,-73.94164,6.2,15,0,1,0
8654731,Brooklyn,289.0,30,32,40.70945,-73.95843,3.06,60,1,0,0
201142263,Brooklyn,130.0,2,8,40.70761,-73.95337,0.68,86,0,1,0
4537638,Brooklyn,75.0,2,4,40.67762,-73.96539,0.37,0,0,1,0
40643524,Queens,79.0,2,1,40.73758,-73.92821,0.09,0,0,0,1
45093051,Manhattan,100.0,1,13,40.80045,-73.95166,1.13,351,0,1,0
201153591,Queens,150.0,2,46,40.76538,-73.92726,3.84,121,1,0,0
201015598,Brooklyn,21.0,1,35,40.69124,-73.93911,2.92,78,0,0,1
32936693,Brooklyn,68.0,25,4,40.57951,-73.95663,0.37,0,1,0,0
75590434,Brooklyn,135.0,4,11,40.71256,-73.95121,0.99,5,0,1,0
126962637,Manhattan,145.0,3,28,40.74849,-73.97873,2.43,43,1,0,0
173290675,Queens,45.0,2,8,40.69883,-73.85142,0.81,50,0,1,0
72157489,Brooklyn,50.0,1,3,40.69327,-73.91599,0.25,250,0,1,0
180991373,Queens,60.0,1,26,40.74298,-73.82306,2.34,46,0,1,0
180991373,Queens,49.0,1,25,40.74294,-73.82318,2.12,46,0,1,0
180991373,Queens,40.0,1,52,40.74247,-73.82439,4.32,15,0,1,0
201203968,Brooklyn,62.0,2,64,40.7127,-73.94034,5.35,26,0,1,0
77106920,Manhattan,115.0,3,12,40.80626,-73.95268,1.01,37,1,0,0
199833548,Queens,80.0,1,27,40.74136,-73.92476,2.4,309,0,1,0
9541963,Brooklyn,90.0,1,51,40.6746,-73.9474,4.47,2,1,0,0
199833548,Queens,60.0,1,25,40.74046,-73.9251,2.23,336,0,1,0
198257022,Bronx,150.0,1,6,40.8612,-73.91065,0.53,191,1,0,0
50601648,Brooklyn,68.0,3,16,40.68904,-73.92037,1.4,139,0,1,0
647918,Manhattan,150.0,1,4,40.77782,-73.98762,0.38,0,0,1,0
1465316,Brooklyn,120.0,7,3,40.71433,-73.95679,0.43,230,1,0,0
46844755,Manhattan,70.0,1,1,40.76448,-73.97907,0.09,90,0,1,0
144674348,Manhattan,200.0,15,0,40.73132,-74.00429,,0,1,0,0
51913826,Manhattan,109.0,1,2,40.72271,-73.99412,0.17,0,0,1,0
90439931,Queens,74.0,3,3,40.77329,-73.91183,0.25,41,1,0,0
201315040,Manhattan,125.0,2,26,40.72493,-73.97571,2.23,118,0,1,0
51913826,Manhattan,109.0,1,1,40.72315,-73.99454,0.2,0,0,1,0
27742407,Brooklyn,120.0,5,2,40.68453,-73.96773,0.19,13,1,0,0
199786012,Brooklyn,65.0,30,15,40.69526,-73.95119,1.42,328,0,1,0
10457486,Brooklyn,47.0,1,17,40.69808,-73.92417,1.63,106,0,1,0
1462999,Manhattan,120.0,4,37,40.72341,-73.99426,3.22,78,0,1,0
137274917,Manhattan,110.0,1,73,40.75998,-73.98952,6.48,187,0,1,0
137274917,Manhattan,110.0,1,54,40.76187,-73.98984,4.84,251,0,1,0
137274917,Manhattan,115.0,1,59,40.7601,-73.99166,5.25,194,0,1,0
137274917,Manhattan,105.0,1,67,40.75955,-73.99022,5.98,241,0,1,0
201350300,Manhattan,119.0,3,6,40.7862,-73.98089,0.57,0,1,0,0
120035273,Bronx,42.0,1,32,40.89245,-73.83721,2.74,32,1,0,0
2478942,Brooklyn,65.0,4,10,40.71085,-73.96136,0.87,5,0,1,0
2886359,Brooklyn,54.0,1,15,40.67723,-73.91618,1.81,13,0,1,0
201369441,Manhattan,162.5,2,9,40.7383,-74.00131,0.76,0,1,0,0
119673533,Brooklyn,265.0,2,4,40.66236,-73.99109,0.42,0,1,0,0
58857346,Brooklyn,95.0,3,19,40.6451,-73.97064,1.61,85,0,1,0
27960761,Manhattan,199.0,2,9,40.72704,-73.99672,0.82,0,1,0,0
2127180,Brooklyn,125.0,9,5,40.71308,-73.94458,0.42,59,1,0,0
16149213,Manhattan,174.0,2,6,40.72541,-73.98398,2.12,5,1,0,0
27558716,Queens,50.0,1,47,40.70946,-73.74837,3.96,348,0,1,0
3955425,Brooklyn,140.0,2,7,40.67435,-73.95087,0.59,7,1,0,0
201079770,Brooklyn,95.0,20,11,40.69517,-73.93248,0.92,244,0,1,0
129403630,Brooklyn,120.0,2,10,40.70145,-73.92,0.83,3,1,0,0
201403610,Brooklyn,39.0,2,6,40.64165,-74.00922,0.53,224,0,1,0
37834029,Brooklyn,75.0,3,49,40.68393,-73.9553,4.18,71,0,1,0
201403610,Brooklyn,65.0,2,10,40.63985,-74.01094,0.85,186,0,1,0
201403610,Brooklyn,58.0,2,10,40.63986,-74.01064,0.92,232,0,1,0
135739716,Brooklyn,100.0,3,17,40.67856,-74.01584,1.42,6,1,0,0
44492422,Brooklyn,73.0,5,1,40.70918,-73.96135,0.12,249,0,1,0
201403610,Brooklyn,65.0,2,12,40.641,-74.00925,1.02,262,0,1,0
201403610,Brooklyn,57.0,2,16,40.64101,-74.01049,1.35,222,0,1,0
1809268,Brooklyn,60.0,3,5,40.69433,-73.90649,0.43,0,0,1,0
183321912,Brooklyn,65.0,30,29,40.68749,-73.95467,2.51,362,0,1,0
22577148,Brooklyn,100.0,3,4,40.69471,-73.933,0.33,109,0,1,0
201419214,Brooklyn,185.0,30,0,40.68389,-73.96201,,347,0,1,0
201419214,Brooklyn,65.0,30,31,40.6853,-73.96385,2.7,365,0,1,0
201419214,Brooklyn,70.0,30,27,40.68387,-73.96392,2.38,347,0,1,0
201447930,Manhattan,130.0,2,19,40.72785,-73.98684,1.58,32,0,1,0
201079770,Brooklyn,60.0,20,9,40.69414,-73.93292,0.75,318,0,1,0
42537893,Manhattan,102.0,2,14,40.8274,-73.95215,1.21,293,1,0,0
37678920,Queens,100.0,1,7,40.67784,-73.77299,0.6,0,1,0,0
201079770,Brooklyn,170.0,5,3,40.69516,-73.93213,0.44,167,0,1,0
201416245,Brooklyn,65.0,30,32,40.68845,-73.95659,2.86,365,0,1,0
201480794,Brooklyn,30.0,4,5,40.68401,-73.89462,1.5,0,0,1,0
201416245,Brooklyn,60.0,30,25,40.68644,-73.95712,2.08,0,0,1,0
201416245,Brooklyn,65.0,30,35,40.68862,-73.95572,3.06,365,0,1,0
35728189,Brooklyn,90.0,30,28,40.69526,-73.95155,2.37,320,0,1,0
35728189,Brooklyn,65.0,30,18,40.69453,-73.95173,1.54,354,0,1,0
190921808,Manhattan,50.0,3,15,40.7557,-73.99668,1.3,238,0,1,0
190085120,Bronx,150.0,2,0,40.82823,-73.90114,,0,0,1,0
801975,Brooklyn,142.0,7,11,40.67726,-73.94618,1.04,219,1,0,0
2052361,Brooklyn,80.0,3,2,40.65501,-73.95948,0.32,0,1,0,0
40404374,Manhattan,92.0,3,8,40.74137,-73.9994,0.69,125,0,1,0
6726656,Brooklyn,70.0,6,6,40.70136,-73.9269,0.5,11,0,1,0
126819583,Brooklyn,275.0,2,20,40.71107,-73.94665,1.83,0,1,0,0
52666941,Manhattan,157.0,5,11,40.74952,-73.9713,0.91,0,1,0,0
147710243,Queens,120.0,2,0,40.60644,-73.76089,,169,0,1,0
76123508,Brooklyn,100.0,3,9,40.57636,-73.95964,0.78,85,0,0,1
51913826,Manhattan,94.0,1,1,40.72311,-73.99345,0.28,0,0,1,0
2419727,Manhattan,88.0,7,17,40.72573,-73.98377,1.63,227,0,1,0
10603974,Manhattan,56.0,9,4,40.7272,-73.98186,0.65,0,0,1,0
54640485,Queens,55.0,3,44,40.75463,-73.93448,3.75,37,0,1,0
12243051,Manhattan,165.0,29,0,40.70633,-74.00623,,332,1,0,0
51913826,Manhattan,84.0,1,0,40.72259,-73.99399,,0,0,1,0
19955930,Manhattan,150.0,1,5,40.74068,-73.98227,0.46,23,1,0,0
201611274,Manhattan,244.0,1,39,40.76475,-73.9932,3.35,5,0,1,0
53883793,Manhattan,180.0,2,2,40.76085,-73.96627,0.17,4,1,0,0
48978249,Queens,200.0,1,0,40.75479,-73.81916,,89,0,0,1
2822805,Brooklyn,60.0,30,0,40.68537,-73.94974,,237,0,1,0
16997863,Bronx,62.0,3,32,40.81518,-73.84758,2.79,42,1,0,0
77559258,Manhattan,245.0,2,0,40.77237,-73.98063,,89,0,1,0
9296262,Brooklyn,145.0,3,3,40.65251,-73.97598,0.26,69,1,0,0
12243051,Manhattan,250.0,29,0,40.74281,-73.99595,,312,1,0,0
47596725,Manhattan,225.0,2,12,40.73945,-73.98543,1.07,5,1,0,0
6720254,Manhattan,69.0,2,22,40.74285,-73.99395,1.94,0,1,0,0
191765199,Manhattan,96.0,1,52,40.83235,-73.94117,4.37,40,1,0,0
11982558,Brooklyn,37.0,21,1,40.70313,-73.91451,0.44,36,0,1,0
19303369,Queens,33.0,37,1,40.74323,-73.90471,0.15,39,0,1,0
48146336,Manhattan,120.0,30,3,40.76118,-73.99342,0.33,346,1,0,0
4622765,Brooklyn,180.0,7,2,40.64538,-74.01624,0.71,0,1,0,0
156200633,Manhattan,52.0,3,10,40.81747,-73.95249,0.85,0,0,1,0
201647469,Queens,108.0,2,13,40.74565,-73.94699,1.74,333,0,1,0
382836,Manhattan,140.0,2,4,40.75718,-73.99245,0.42,365,0,1,0
201654234,Queens,75.0,2,35,40.58739,-73.81746,2.97,125,1,0,0
191571338,Queens,48.0,1,74,40.74544,-73.82244,6.2,56,0,1,0
42730216,Manhattan,150.0,3,2,40.76639,-73.95817,2.0,142,0,0,1
201667999,Queens,60.0,1,23,40.73965,-73.86796,2.0,144,1,0,0
12129877,Brooklyn,110.0,2,26,40.67252,-73.93918,2.21,267,1,0,0
9857739,Brooklyn,70.0,2,59,40.58884,-73.95136,5.65,13,1,0,0
201696839,Brooklyn,100.0,1,26,40.69608,-73.98384,2.27,131,0,1,0
748365,Brooklyn,200.0,30,4,40.68055,-73.96425,0.43,4,1,0,0
201757076,Queens,93.0,3,0,40.71214,-73.81661,,15,1,0,0
149868,Manhattan,125.0,1,59,40.81381,-73.94549,5.55,262,1,0,0
177478860,Manhattan,140.0,5,2,40.77096,-73.95672,0.19,0,1,0,0
2690202,Manhattan,75.0,5,0,40.75987,-73.986,,0,1,0,0
16098958,Manhattan,140.0,30,2,40.75047,-73.96935,0.26,311,1,0,0
22919533,Brooklyn,200.0,3,32,40.71193,-73.95956,3.58,141,1,0,0
133425456,Brooklyn,40.0,5,1,40.69056,-73.9598,0.09,0,0,1,0
79657553,Brooklyn,44.0,6,6,40.69042,-73.96046,0.52,1,0,1,0
8325079,Brooklyn,115.0,6,1,40.71612,-73.94468,0.09,0,1,0,0
201822098,Brooklyn,120.0,2,31,40.67859,-73.89936,2.59,99,1,0,0
156958091,Brooklyn,40.0,1,35,40.69319,-73.90692,2.92,0,0,1,0
6105036,Manhattan,90.0,4,20,40.80527,-73.95106,1.82,283,0,1,0
201829594,Brooklyn,150.0,20,3,40.70237,-73.92002,0.28,127,1,0,0
201841679,Manhattan,260.0,2,52,40.72838,-73.97926,4.62,141,1,0,0
5668544,Manhattan,200.0,3,0,40.77594,-73.94818,,132,1,0,0
2264902,Manhattan,35.0,10,2,40.73746,-74.00456,0.17,0,1,0,0
201824419,Brooklyn,65.0,30,22,40.68828,-73.95201,1.89,365,0,1,0
21924395,Brooklyn,63.0,2,10,40.68657,-73.91354,0.86,0,1,0,0
201868461,Manhattan,129.0,2,55,40.73384,-74.00819,4.78,12,1,0,0
58477936,Brooklyn,75.0,2,48,40.58022,-73.9558,4.02,169,1,0,0
86414330,Queens,100.0,4,19,40.75717,-73.92831,3.0,31,1,0,0
33214549,Brooklyn,129.0,1,0,40.68608,-73.94977,,0,1,0,0
201885926,Manhattan,111.0,2,48,40.73269,-73.98833,4.17,0,0,1,0
201884425,Brooklyn,80.0,5,25,40.68253,-73.87457,2.14,43,1,0,0
47015275,Queens,80.0,1,3,40.74503,-73.88761,0.29,317,0,1,0
191571338,Queens,59.0,1,49,40.74686,-73.82192,4.31,72,0,1,0
78643953,Brooklyn,159.0,3,20,40.68875,-73.916,3.14,258,1,0,0
191571338,Queens,55.0,1,43,40.74293,-73.81868,3.58,81,0,1,0
156958091,Brooklyn,65.0,1,37,40.69307,-73.90541,3.1,0,0,1,0
201824419,Brooklyn,65.0,30,21,40.68978,-73.95131,2.05,365,0,1,0
69527,Brooklyn,85.0,14,11,40.69037,-73.90679,2.2,55,0,1,0
201909387,Brooklyn,70.0,30,1,40.6973,-73.98359,0.1,0,0,1,0
48498020,Brooklyn,40.0,7,3,40.67434,-73.95549,0.25,0,0,1,0
12223329,Brooklyn,300.0,2,18,40.68542,-73.99673,1.56,61,1,0,0
23188519,Brooklyn,75.0,30,22,40.69561,-73.94972,1.83,318,0,1,0
23188519,Brooklyn,68.0,30,14,40.69323,-73.94993,1.26,365,0,1,0
50951460,Manhattan,60.0,1,14,40.8275,-73.94323,1.35,310,0,1,0
199315366,Manhattan,90.0,3,1,40.78803,-73.97432,0.09,0,0,1,0
46182994,Brooklyn,110.0,2,30,40.63183,-73.92229,2.51,327,1,0,0
18523979,Queens,80.0,1,4,40.74521,-73.91353,1.74,330,0,1,0
26030112,Brooklyn,190.0,2,3,40.71714,-73.95783,0.36,0,0,1,0
7342104,Brooklyn,66.0,3,3,40.68071,-73.98201,0.33,0,0,1,0
3395693,Queens,60.0,15,3,40.75596,-73.92144,0.29,148,0,1,0
55997024,Brooklyn,125.0,2,24,40.67228,-73.91841,2.17,55,1,0,0
27951037,Queens,65.0,6,19,40.77592,-73.90754,1.88,7,1,0,0
201824419,Brooklyn,55.0,30,22,40.68784,-73.95145,2.03,365,0,1,0
201893473,Bronx,38.0,5,6,40.83224,-73.92068,0.52,188,0,1,0
201884425,Brooklyn,80.0,5,22,40.68237,-73.87291,1.93,60,1,0,0
11460365,Brooklyn,200.0,1,14,40.67844,-73.93831,1.24,22,0,1,0
3710483,Manhattan,200.0,2,3,40.75566,-73.99917,0.26,0,1,0,0
202070950,Manhattan,100.0,7,0,40.85333,-73.9305,,365,0,1,0
202074215,Brooklyn,89.0,2,52,40.68563,-73.91988,4.38,18,1,0,0
143330625,Manhattan,82.0,2,8,40.76943,-73.95971,0.68,0,0,1,0
156484505,Brooklyn,115.0,2,50,40.71216,-73.95683,4.21,322,0,1,0
156484505,Brooklyn,100.0,2,43,40.7116,-73.95606,3.65,363,0,1,0
41769353,Brooklyn,45.0,5,0,40.69458,-73.94581,,0,0,1,0
202096567,Brooklyn,78.0,5,0,40.65667,-73.97908,,15,1,0,0
481630,Brooklyn,100.0,9,5,40.68706,-73.94368,0.52,55,1,0,0
2304932,Manhattan,300.0,5,10,40.74443,-74.0029,0.87,4,1,0,0
142590597,Brooklyn,119.0,1,6,40.6743,-73.87368,2.22,180,0,1,0
440022,Manhattan,150.0,60,1,40.73001,-74.00562,0.2,0,1,0,0
191571338,Queens,55.0,1,61,40.74674,-73.82298,5.2,88,0,1,0
202110598,Manhattan,150.0,3,4,40.79969,-73.9635,0.37,0,1,0,0
37221425,Manhattan,149.0,4,22,40.75942,-73.98664,2.03,65,0,1,0
2280048,Brooklyn,79.0,4,15,40.66097,-73.9319,1.27,174,1,0,0
1339545,Brooklyn,150.0,3,28,40.6703,-73.98003,2.58,57,1,0,0
202131439,Queens,49.0,1,15,40.58937,-73.81327,1.33,345,0,1,0
75657939,Brooklyn,175.0,1,53,40.69315,-73.93912,4.91,84,1,0,0
129596284,Brooklyn,40.0,4,5,40.70105,-73.92183,0.42,0,0,1,0
47424665,Queens,280.0,2,40,40.70676,-73.91107,3.53,104,1,0,0
137358866,Manhattan,33.0,30,3,40.81657,-73.94262,0.46,189,0,1,0
172864847,Manhattan,100.0,1,137,40.75964,-73.98731,12.05,36,0,1,0
64540550,Brooklyn,31.0,4,10,40.68974,-73.91449,0.85,0,0,1,0
197190247,Manhattan,75.0,1,33,40.76587,-73.98878,2.79,225,0,0,1
141204556,Brooklyn,109.0,30,43,40.7109,-73.96478,3.72,365,0,1,0
141204556,Brooklyn,109.0,30,37,40.71013,-73.9637,3.14,361,0,1,0
141204841,Brooklyn,95.0,30,33,40.70978,-73.96424,3.15,365,0,1,0
141204841,Brooklyn,95.0,30,35,40.70915,-73.96479,2.97,365,0,1,0
5073548,Manhattan,300.0,3,6,40.72696,-73.9811,0.94,0,1,0,0
8534610,Manhattan,90.0,2,23,40.81189,-73.94137,2.09,104,0,1,0
199535935,Staten Island,130.0,2,52,40.64641,-74.08502,4.6,96,1,0,0
202268676,Brooklyn,125.0,7,3,40.6873,-73.97906,0.28,33,1,0,0
125059640,Brooklyn,125.0,3,2,40.69516,-73.93462,0.17,0,1,0,0
199887038,Queens,60.0,2,0,40.76961,-73.90805,,0,0,1,0
3552356,Brooklyn,35.0,5,2,40.69995,-73.91802,0.18,0,0,1,0
187008191,Bronx,45.0,1,43,40.83285,-73.92158,3.66,205,0,1,0
202303852,Brooklyn,250.0,3,7,40.70528,-73.934,0.71,17,1,0,0
4219564,Manhattan,300.0,2,22,40.73162,-74.00228,3.11,168,1,0,0
5778935,Brooklyn,135.0,2,4,40.69239,-73.96538,0.36,0,1,0,0
202307843,Brooklyn,108.0,2,19,40.68489,-73.95096,1.67,0,1,0,0
190921808,Manhattan,45.0,30,2,40.75518,-73.99706,0.32,347,0,1,0
19899115,Brooklyn,50.0,2,12,40.6776,-73.95094,1.01,0,0,1,0
202318295,Manhattan,50.0,5,4,40.79424,-73.9429,0.39,32,0,1,0
202319331,Manhattan,80.0,4,6,40.71194,-73.97792,1.7,0,0,1,0
190921808,Manhattan,45.0,7,4,40.75496,-73.99715,0.49,336,0,1,0
202324391,Manhattan,150.0,1,30,40.76339,-73.98866,2.59,66,0,1,0
2685092,Brooklyn,115.0,5,2,40.67262,-73.96286,0.19,19,1,0,0
20909506,Queens,40.0,3,7,40.7648,-73.91174,0.61,0,0,1,0
185914925,Queens,75.0,2,21,40.71446,-73.75968,1.77,65,0,1,0
135093573,Queens,80.0,3,48,40.75648,-73.93389,4.15,209,1,0,0
126967409,Brooklyn,82.0,2,0,40.6903,-73.96008,,13,1,0,0
111816745,Manhattan,125.0,2,8,40.77076,-73.94757,1.02,1,1,0,0
19303369,Queens,39.0,30,3,40.74296,-73.90328,0.29,32,0,1,0
200239515,Queens,40.0,30,3,40.74102,-73.89358,0.29,0,0,1,0
109507109,Queens,60.0,2,21,40.76005,-73.83447,2.04,51,0,1,0
202449469,Queens,100.0,1,33,40.65197,-73.7461,2.86,171,1,0,0
16253164,Manhattan,110.0,5,3,40.71536,-73.98951,0.28,1,1,0,0
62792657,Brooklyn,175.0,2,6,40.68647,-73.98197,0.53,0,1,0,0
50116095,Manhattan,65.0,4,4,40.83136,-73.94299,0.38,188,0,1,0
193502084,Brooklyn,40.0,1,26,40.63886,-74.00391,2.29,0,0,1,0
126119576,Brooklyn,74.0,3,29,40.71027,-73.9468,2.6,44,0,1,0
202350344,Queens,40.0,2,32,40.76109,-73.88898,2.86,236,0,1,0
5848252,Brooklyn,70.0,2,11,40.65323,-73.96372,0.93,0,1,0,0
80533986,Manhattan,113.0,2,13,40.7904,-73.94785,5.13,1,0,1,0
37370465,Manhattan,74.0,3,15,40.71857,-73.98973,1.34,280,0,1,0
202587266,Manhattan,125.0,2,34,40.73502,-73.986,3.11,12,1,0,0
149296850,Brooklyn,75.0,2,2,40.69274,-73.93862,0.19,337,0,1,0
71725161,Brooklyn,99.0,4,20,40.64149,-74.02325,2.49,146,1,0,0
149296850,Brooklyn,79.0,2,2,40.69335,-73.9369,0.19,338,0,1,0
71978141,Manhattan,190.0,3,8,40.71958,-73.98284,0.79,79,1,0,0
202384697,Manhattan,275.0,14,0,40.78981,-73.9697,,15,1,0,0
200261161,Manhattan,67.0,1,26,40.79682,-73.96282,6.19,37,0,1,0
38593087,Brooklyn,82.0,1,25,40.70685,-73.96663,2.17,64,0,1,0
23542079,Brooklyn,45.0,3,35,40.6442,-73.93266,3.01,30,0,1,0
202636642,Manhattan,146.0,3,28,40.79485,-73.9755,3.31,158,1,0,0
178543960,Brooklyn,41.0,30,0,40.721,-73.94143,,365,0,0,1
178543960,Brooklyn,38.0,30,1,40.72133,-73.93995,0.11,365,0,0,1
12750945,Manhattan,150.0,2,41,40.73968,-73.99746,3.54,316,0,1,0
198933477,Queens,208.0,1,0,40.68988,-73.76308,,364,0,1,0
35606248,Brooklyn,95.0,2,23,40.70458,-73.92753,2.08,361,0,1,0
35606248,Brooklyn,82.0,2,24,40.70274,-73.9263,2.14,365,0,1,0
141362117,Brooklyn,67.0,2,32,40.7076,-73.93426,2.8,348,0,1,0
141362117,Brooklyn,67.0,2,33,40.70521,-73.93554,2.88,359,0,1,0
1902114,Manhattan,250.0,2,12,40.75707,-73.96417,1.01,14,1,0,0
104286680,Manhattan,250.0,14,1,40.75003,-73.99589,0.09,88,1,0,0
201757076,Queens,70.0,1,22,40.71251,-73.81674,1.89,0,0,1,0
187153824,Brooklyn,85.0,3,28,40.663,-73.86723,2.41,19,1,0,0
8266306,Manhattan,150.0,2,14,40.72847,-73.98807,1.36,0,1,0,0
200380610,Manhattan,185.0,30,0,40.76717,-73.98614,,342,1,0,0
101388075,Manhattan,104.0,1,18,40.82237,-73.94001,1.53,34,1,0,0
21146326,Manhattan,75.0,3,4,40.71794,-73.99686,0.4,0,0,1,0
32165430,Brooklyn,60.0,3,1,40.7045,-73.937,0.09,0,0,1,0
202741872,Manhattan,250.0,1,34,40.76782,-73.98351,3.01,20,1,0,0
200380610,Manhattan,11.333333333333334,30,0,40.74389,-73.97149,,364,1,0,0
21150974,Brooklyn,50.0,2,14,40.66361,-73.99246,1.22,0,0,1,0
202757964,Brooklyn,185.0,30,2,40.71771,-73.96431,0.32,304,1,0,0
200380610,Manhattan,210.0,30,0,40.74037,-74.00015,,364,1,0,0
105485520,Queens,285.0,2,9,40.73751,-73.7839,0.78,0,1,0,0
34263302,Manhattan,125.0,1,55,40.80681,-73.95119,4.81,79,0,1,0
190921808,Manhattan,53.0,30,0,40.75503,-73.99724,,316,0,1,0
91578701,Brooklyn,45.0,1,9,40.64127,-73.95525,1.13,0,0,1,0
17477908,Manhattan,250.0,30,1,40.79514,-73.96687,0.1,205,1,0,0
202766548,Manhattan,212.5,2,5,40.74829,-74.00462,0.44,13,1,0,0
202766239,Queens,50.0,1,5,40.70225,-73.90177,0.43,0,0,1,0
35487412,Queens,46.0,3,12,40.7523,-73.87204,1.02,5,0,1,0
176971425,Manhattan,140.0,31,0,40.71765,-73.99798,,83,0,1,0
202788450,Manhattan,58.0,4,20,40.7246,-73.97687,1.69,10,0,1,0
2014051,Brooklyn,86.0,2,7,40.6881,-73.97642,1.02,75,0,1,0
3935522,Brooklyn,111.0,2,6,40.66636,-73.99052,0.58,12,1,0,0
11453805,Manhattan,207.0,2,3,40.72078,-73.98762,0.26,0,1,0,0
85350993,Brooklyn,47.0,13,3,40.70626,-73.92921,0.26,88,0,1,0
6738579,Bronx,140.0,2,3,40.83201,-73.89996,0.27,27,1,0,0
202849060,Brooklyn,90.0,21,6,40.71258,-73.95764,0.51,38,0,1,0
202833337,Queens,40.0,1,15,40.69698,-73.72962,1.34,361,0,1,0
29101658,Brooklyn,80.0,2,6,40.68684,-73.98167,0.53,0,0,1,0
104311294,Queens,100.0,2,2,40.73933,-73.84851,0.18,0,1,0,0
202979735,Manhattan,180.0,2,5,40.76092,-73.9922,0.48,16,0,1,0
197190247,Manhattan,75.0,1,50,40.76405,-73.98695,4.21,225,0,0,1
12960612,Brooklyn,275.0,2,0,40.6984,-73.92767,,0,1,0,0
202979435,Brooklyn,95.0,30,1,40.68293,-73.98979,0.09,311,0,1,0
202986805,Brooklyn,46.0,3,12,40.67175,-73.92117,1.01,19,0,1,0
202979435,Brooklyn,96.0,30,1,40.68188,-73.98978,0.1,333,0,1,0
184669674,Queens,44.0,3,17,40.71128,-73.89338,1.73,126,0,1,0
8654456,Brooklyn,100.0,2,37,40.64985,-74.00835,3.22,0,1,0,0
22780462,Queens,139.0,4,6,40.72048,-73.81458,0.58,282,1,0,0
107434423,Manhattan,280.0,30,2,40.76196,-73.98536,0.36,218,1,0,0
12512629,Queens,125.0,5,1,40.74427,-73.95477,0.09,0,1,0,0
141362503,Brooklyn,80.0,2,31,40.70596,-73.93847,2.71,365,0,1,0
12243051,Manhattan,245.0,29,0,40.74158,-73.99585,,342,1,0,0
141362503,Brooklyn,70.0,2,37,40.70719,-73.94021,3.14,362,0,1,0
121771546,Brooklyn,95.0,2,41,40.71185,-73.96292,3.5,365,0,1,0
1836803,Brooklyn,130.0,3,1,40.68872,-73.93183,0.09,17,1,0,0
121771546,Brooklyn,110.0,2,49,40.71153,-73.96453,4.14,335,0,1,0
20134899,Manhattan,54.0,23,8,40.82607,-73.95124,0.7,35,0,1,0
